,manufacturer,model,version,power(kW),fuel_date,trip_distance(km),quantity(kWh),fuel_type,tire_type,city,motor_way,country_roads,driving_style,consumption(kWh/100km),A/C,park_heating,avg_speed(km/h),ecr_deviation,odometer,fuel_note
22,Mitsubishi,i-MiEV,i-MiEV,49,21.01.2019,50.7,7.6,Electricity,Winter tires,1,0,1,Normal,14.99,0,0,,-0.009999999999999787,176126.0,"Noch 5B, 26km RRW, Batterie 2-7°C, 4,7°C, 35,0%, Solarstrom P&amp;C, 3,75h geladen, Ladeende -7,0°C, RRW 93km, Batterie 4-11°C, 7,2°C, 99,0%, 4.1. 17.1. 21.1."
23,Mitsubishi,i-MiEV,i-MiEV,49,21.01.2019,62.9,8.9,Electricity,Winter tires,1,1,1,Normal,14.66,0,0,,-0.33999999999999986,176075.0,"Noch 3 Balken, 16km Reichweite, Mainova Ökostrom Novanatur, 3,75h geladen, Ladeende -5,4°C, RRW 88km, 100%, Batterie 7-16°C, 11,4°C, Schildkröte 2km vor Ziel"
24,Mitsubishi,i-MiEV,i-MiEV,49,20.01.2019,0.5,1.3,Electricity,Winter tires,1,0,0,Normal,14.66,0,0,,-0.33999999999999986,176012.0,"Noch 15 Balken, 82km Reichweite, 91,0%, Batterie -1-3°C, 1,6°C, Mainova Ökostrom Novanatur, 3h geladen, Ladeende -0,2°C, RRW 88km, 96,5%, Batterie 1-6°C, 2,8°C"
25,Mitsubishi,i-MiEV,i-MiEV,49,20.01.2019,60.1,7.9,Electricity,Winter tires,1,1,1,Normal,14.66,0,0,,-0.33999999999999986,176012.0,"Noch 4 Balken, 20km Reichweite, Mainova Ökostrom Novanatur, 3h geladen, Ladeende -4,5°C, RRW 88km, 96,5%, Batterie 10-19°C, 14,6°C, 16B"
26,Mitsubishi,i-MiEV,i-MiEV,49,19.01.2019,18.2,2.92,Electricity,Winter tires,1,0,1,Normal,16.04,0,0,,1.0399999999999991,175951.0,"Noch 13 Balken, 40km Reichweite, innogy Ökostrom, 2h geladen, Ladeende 0,0°C, RRW 81km"
27,Mitsubishi,i-MiEV,i-MiEV,49,19.01.2019,29.2,4.9,Electricity,Winter tires,1,0,1,Normal,16.78,0,0,,1.7800000000000011,175933.0,"Noch 9 Balken, 43km Reichweite, 57,5%, Batterie 5-8°C, 6,9°C Mainova Ökostrom Novanatur, 3h geladen, Ladeende 1,7°C, RRW 79km, 98,5%, Batterie 7-14°C, 10,0°C"
28,Mitsubishi,i-MiEV,i-MiEV,49,18.01.2019,53.4,8.4,Electricity,Winter tires,1,0,1,Normal,15.73,0,1,,0.7300000000000004,175904.0,"Noch 4 Balken, 25km Reichweite, Mainova Ökostrom Novanatur, 5h geladen, Ladeende -2,3°C, RRW 94km, 100%, Batterie 7-13°C, 10,1°C, 2x Scheibe freiheizen"
29,Mitsubishi,i-MiEV,i-MiEV,49,17.01.2019,49.8,7.6,Electricity,Winter tires,1,0,1,Normal,15.26,0,0,,0.2599999999999998,175850.0,"Noch 5B, 27km RRW, Batterie 8-12°C, 10,4°C, 36,0%, Solarstrom P&amp;C, 3,75h geladen, Ladeende 2,1°C, RRW 92km, Batterie 9-15°C, 11,9°C, 100%, 4.1. 17.1."
30,Mitsubishi,i-MiEV,i-MiEV,49,16.01.2019,20.0,5.9,Electricity,Winter tires,1,0,1,Normal,13.95,0,0,,-1.0500000000000007,175801.0,"Noch 8 Balken, 44km Reichweite, 51,0%, Batterie 9-12°C, 10,8°C Mainova Ökostrom Novanatur, 3,5h geladen, Ladeende 6,1°C, RRW 96km, 100%, Batterie 10-15°C, 12,4°C"
31,Mitsubishi,i-MiEV,i-MiEV,49,16.01.2019,35.2,1.8,Electricity,Winter tires,1,0,1,Normal,13.95,0,0,,-1.0500000000000007,175781.0,"Noch 7 Balken, 47km Reichweite, Mainova Ökostrom Novanatur, 34m geladen, Ladeende 6,0°C, RRW 61km, 12B"
32,Mitsubishi,i-MiEV,i-MiEV,49,15.01.2019,46.6,6.5,Electricity,Winter tires,1,0,1,Normal,13.95,0,0,,-1.0500000000000007,175745.0,"Noch 7 Balken, 39km Reichweite, Mainova Ökostrom Novanatur, 4h geladen, Ladeende 5,6°C, RRW 95km, 100%, Batterie 10-15°C, 12,4°C"
33,Mitsubishi,i-MiEV,i-MiEV,49,14.01.2019,31.3,3.8,Electricity,Winter tires,1,1,1,Normal,12.14,0,0,,-2.8599999999999994,175699.0,"Noch 12 Balken, 67km Reichweite, Mainova Ökostrom Novanatur, 2,5h geladen, Ladeende 3,6°C, RRW 99km, 100%, Batterie 11-17°C, 14,1°C"
34,Mitsubishi,i-MiEV,i-MiEV,49,14.01.2019,36.1,5.43,Electricity,Winter tires,1,1,1,Normal,15.04,0,0,,0.03999999999999915,175667.0,"Noch 7 Balken, 32km Reichweite, Suewag, 2h55m geladen, Ladeende 2,6°C, RRW 76km"
35,Mitsubishi,i-MiEV,i-MiEV,49,14.01.2019,0.5,1.96,Electricity,Winter tires,1,0,0,Normal,13.61,0,0,,-1.3900000000000006,175631.0,"Noch 14 Balken, 79km Reichweite, 84,5%, Batterie 13-19°C, 15,8°C, Mainova Ökostrom Novanatur, 6h geladen, Ladeende 5,4°C, RRW 99km, 100%, Batterie 9-14°C, 11,6°C"
36,Mitsubishi,i-MiEV,i-MiEV,49,13.01.2019,62.4,6.6,Electricity,Winter tires,1,1,1,Normal,13.61,0,0,,-1.3900000000000006,175631.0,"Noch 5 Balken, 27km Reichweite, Mainova Ökostrom Novanatur, 2,75h geladen, Ladeende 6,4°C, RRW 80km, 85,0%, Batterie 13-19°C, 15,9°C, 14B"
37,Mitsubishi,i-MiEV,i-MiEV,49,13.01.2019,0.5,1.04,Electricity,Winter tires,1,0,0,Normal,16.29,0,0,,1.2899999999999991,175568.0,"Noch 16 Balken, 81km Reichweite, 93,5%, Batterie 7-8°C, 7,7°C, Mainova Ökostrom Novanatur, 2,5h geladen, Ladeende 8,3°C, RRW 86km, 99,0%, Batterie 8-14°C, 9,0°C, Regen"
38,Mitsubishi,i-MiEV,i-MiEV,49,12.01.2019,23.3,5.9,Electricity,Winter tires,1,1,1,Normal,16.29,0,0,,1.2899999999999991,175568.0,"Noch 7 Balken, 35km Reichweite, 45,0%, Batterie 13-18°C, 16,0°C, Mainova Ökostrom Novanatur, 2,5h geladen, Ladeende 5,1°C, RRW 82km, 94,5%, 16B, Batterie 12-19°C, 15,6°C, Regen"
39,Mitsubishi,i-MiEV,i-MiEV,49,12.01.2019,35.3,2.69,Electricity,Winter tires,1,1,1,Normal,16.29,0,0,,1.2899999999999991,175544.0,"Noch 7 Balken, 32km Reichweite, 47%, Ökostrom, 21m52s geladen, 2,69kWh, 73%, Ladeende 5,4°C, RRW 53km, 12B, Autobahn 80km/h, Regen"
40,Mitsubishi,i-MiEV,i-MiEV,49,11.01.2019,52.5,8.14,Electricity,Winter tires,1,0,1,Normal,15.5,0,0,,0.5,175509.0,"Noch 5 Balken, 28km Reichweite, Mainova Ökostrom Novanatur, 4h geladen, Ladeende 1,8°C, RRW 97km, 100%, Batterie 7-14°C, 10,1°C, nasse Straße"
41,Mitsubishi,i-MiEV,i-MiEV,49,10.01.2019,52.6,7.62,Electricity,Winter tires,1,0,1,Normal,14.49,0,0,,-0.5099999999999998,175456.0,"Noch 5 Balken, 26km Reichweite, Mainova Ökostrom Novanatur, 3,5h geladen, Ladeende 0,0°C, RRW 89km, 100%, Batterie 8-15°C, 11,7°C"
42,Mitsubishi,i-MiEV,i-MiEV,49,09.01.2019,48.8,7.1,Electricity,Winter tires,1,0,1,Normal,14.55,0,0,,-0.4499999999999993,175404.0,"Noch 6 Balken, 31km Reichweite, Mainova Ökostrom Novanatur, 3,75h geladen, Ladeende 3,3°C, RRW 93km, 100%, Batterie 8-15°C, 11,0°C"
43,Mitsubishi,i-MiEV,i-MiEV,49,08.01.2019,47.3,6.94,Electricity,Winter tires,1,0,1,Normal,14.67,0,0,,-0.3300000000000001,175355.0,"Noch 6 Balken, 32km Reichweite, Mainova Ökostrom Novanatur, 5h geladen, Ladeende 4,6°C, RRW 90km, 100%, Batterie 9-13°C, 11,1°C"
44,Mitsubishi,i-MiEV,i-MiEV,49,07.01.2019,48.3,6.8,Electricity,Winter tires,1,0,1,Normal,14.08,0,0,,-0.92,175307.0,"Noch 6 Balken, 37km Reichweite, Mainova Ökostrom Novanatur, 4,5h geladen, Ladeende 2,2°C, Regen, RRW 95km, 100%, Batterie 8-13°C, 11,2°C"
45,Mitsubishi,i-MiEV,i-MiEV,49,05.01.2019,23.2,6.7,Electricity,Winter tires,1,1,1,Fast,14.85,0,0,,-0.15000000000000036,175259.0,"Noch 6 Balken, 33km Reichweite, 42,0%, Batterie 16-22°C, 19,7°C, Mainova Ökostrom Novanatur, 4,5h geladen, Ladeende 7,2°C, RRW 91km, 100%, Batterie 15-21°C, 17,8°C, Autobahn 95km/h"
46,Mitsubishi,i-MiEV,i-MiEV,49,05.01.2019,54.5,4.84,Electricity,Winter tires,1,1,1,Normal,14.85,0,0,,-0.15000000000000036,175236.0,"Noch 3 Balken, 13km Reichweite, 24%, Ökostrom, 29m22s geladen, 4,29kWh, 64%, 6m42s geladen, 0,55kWh, 69%, Ladeende 7,5°C, RRW 51km, 11B, Autobahn 95km/h"
47,Mitsubishi,i-MiEV,i-MiEV,49,04.01.2019,45.3,6.2,Electricity,Winter tires,1,0,1,Normal,13.69,0,0,,-1.3100000000000005,175181.0,"Noch 7B, 35km RRW, Batterie 9-12°C, 10,5°C, 46,0%, Solarstrom P&amp;C, 6,25h geladen, Ladeende 3,7°C, RRW 87km, Batterie 8-12°C, 9,9°C, 99,5%, 4.1."
48,Mitsubishi,i-MiEV,i-MiEV,49,04.01.2019,0.5,1.81,Electricity,Winter tires,1,0,0,Moderate,16.35,0,0,,1.3500000000000014,175136.0,"Noch 15 Balken, 74km Reichweite, 88,0%, Batterie 3-5°C, 4,2°C, Mainova Ökostrom Novanatur, 3h52m geladen, Ladestart -0,2°C, Ladeende 3,0°C, RRW 82km, 97,0%, Batterie 3-11°C, 5,3°C"
49,Mitsubishi,i-MiEV,i-MiEV,49,03.01.2019,21.9,3.67,Electricity,Winter tires,1,1,1,Normal,16.35,0,0,,1.3500000000000014,175136.0,"Noch 9 Balken, 46km Reichweite, Mainova Ökostrom Novanatur, 4,75h geladen, Abbruch nach 2,19kWh, 0,78kWh, 0,70kWh, Ladeende 0,7°C, RRW 75km, 89,0%, Batterie 8-12°C, 10,1°C, 15B"
50,Mitsubishi,i-MiEV,i-MiEV,49,03.01.2019,25.8,2.4,Electricity,Winter tires,1,1,1,Normal,16.35,0,0,,1.3500000000000014,175114.0,"Noch 10 Balken, 46km Reichweite, Mainova Ökostrom Novanatur, 0,75h geladen, Ladeende 4,4°C, RRW 64km, 14B"
51,Mitsubishi,i-MiEV,i-MiEV,49,02.01.2019,47.5,6.91,Electricity,Winter tires,1,0,1,Normal,14.55,0,0,,-0.4499999999999993,175088.0,"Noch 5 Balken, 26km Reichweite, Mainova Ökostrom Novanatur, 3,25h geladen, Ladeende 2,1°C, RRW 84km, 100%, Batterie 11-18°C, 14,2°C"
52,Mitsubishi,i-MiEV,i-MiEV,49,01.01.2019,63.9,9.36,Electricity,Winter tires,1,1,1,Normal,14.65,0,0,,-0.34999999999999964,175040.0,"Noch 2 Balken, 8km Reichweite, 17,5%, Batterie 13-18°C, 16,0°C,  Mainova Ökostrom Novanatur, 4,25h geladen, Ladeende 3,6°C, RRW 93km, 98,5%, Batterie 11-19°C, 15,1°C, nasse Straße"
53,Mitsubishi,i-MiEV,i-MiEV,49,29.12.2018,22.0,5.8,Electricity,Winter tires,1,1,1,Normal,14.45,0,0,,-0.5500000000000007,174976.0,"Noch 8 Balken, 41km Reichweite, Mainova Ökostrom Novanatur, 4h geladen, Ladeende 4,4°C, RRW 89km, 99,5%, Batterie 10-17°C, 13,7°C, nasse Straße"
54,Mitsubishi,i-MiEV,i-MiEV,49,29.12.2018,54.4,5.24,Electricity,Winter tires,1,1,1,Normal,14.45,0,0,,-0.5500000000000007,174954.0,"Noch 3 Balken, 17km Reichweite, 28%, Ökostrom, 28m11s geladen, 3,75kWh, 62%, 16m11s geladen, 1,00kWh, 72%, 10m52s geladen, 0,49kWh, 76%, Ladeende 3,3°C, RRW 63km, 12B, Autobahn 80km/h"
55,Mitsubishi,i-MiEV,i-MiEV,49,28.12.2018,65.3,,Electricity,Winter tires,1,0,1,Normal,,0,0,,,174900.0,"Noch 1 Balken, 3km Reichweite, Batterie 7-12°C, 9,7°C, 13,0%, Mainova Ökostrom Novanatur, 6,5h geladen, Ladeende 0,8°C, RRW 89km, 99,5%, Batterie 7-13°C, 10,2°C, Abbruch 67,0%, weiter nach 3h, 3,81kWh"
56,Mitsubishi,i-MiEV,i-MiEV,49,25.12.2018,25.6,4.3,Electricity,Winter tires,1,1,1,Normal,16.8,0,1,,1.8000000000000007,174834.0,"Noch 11 Balken, 55km Reichweite, Mainova Ökostrom Novanatur, 7,75h geladen, Ladeende -0,1°C, RRW 92km, 99,5%, Batterie 6-11°C, 8,4°C, gesamte Strecke Heizung Sufe 1"
57,Mitsubishi,i-MiEV,i-MiEV,49,24.12.2018,45.1,6.51,Electricity,Winter tires,1,1,1,Normal,14.43,0,0,,-0.5700000000000003,174809.0,"Noch 5 Balken, 27km Reichweite, Suewag, 3,25h geladen, Ladeende 0,3°C, RRW 79km,  Scheiben zugefroren"
58,Mitsubishi,i-MiEV,i-MiEV,49,24.12.2018,66.7,9.83,Electricity,Winter tires,1,1,1,Normal,14.74,0,0,,-0.2599999999999998,174764.0,"Noch 2 Balken, 9km Reichweite,17,5%, Batterie 22-32°C, 27,6°C, Starkregen, Schildkröte seit 3,7km wg. Unterspannung Zelle 85, Mainova Ökostrom Novanatur, 6,75h geladen, Ladeende 5,7°C, RRW 103km, 100%, Batterie 13-23°C, 18,2°C"
59,Mitsubishi,i-MiEV,i-MiEV,49,23.12.2018,41.7,9.34,Electricity,Winter tires,1,1,1,Normal,14.92,0,0,,-0.08000000000000007,174697.0,"Noch 2 Balken, 8km Reichweite,17,5%, Batterie 19-26°C, 22,9°C, 6h geladen, Ladeende 8,0°C, Regen, RRW 93km"
60,Mitsubishi,i-MiEV,i-MiEV,49,23.12.2018,31.9,1.64,Electricity,Winter tires,1,1,1,Normal,14.92,0,0,,-0.08000000000000007,174655.0,"Noch 8 Balken, 34km Reichweite, 53%, Ökostrom, 9m33s geladen, 68%, Ladeende 8,3°C, RRW 47km, 11B, Autobahn 80km/h, Regen"
61,Mitsubishi,i-MiEV,i-MiEV,49,21.12.2018,53.1,7.66,Electricity,Winter tires,1,0,1,Normal,14.43,0,0,,-0.5700000000000003,174623.0,"Noch 6 Balken, 36km Reichweite, Mainova Ökostrom Novanatur, 5h geladen, 100%, Ladeende 11,6°C, RRW 103km, Batterie 14-18°C, 15,8°C"
62,Mitsubishi,i-MiEV,i-MiEV,49,20.12.2018,52.2,8.16,Electricity,Winter tires,1,0,1,Normal,14.27,0,0,,-0.7300000000000004,174570.0,"Noch 5 Balken, 30km Reichweite, Mainova Ökostrom Novanatur, 4,5h geladen, 100%, Ladeende 6,9°C, RRW 100km, Batterie 11-17°C, 13,0°C"
63,Mitsubishi,i-MiEV,i-MiEV,49,19.12.2018,16.4,1.62,Electricity,Winter tires,1,0,1,Normal,14.27,0,0,,-0.7300000000000004,174518.0,"Noch 12 Balken, 65km Reichweite, Mainova Ökostrom Novanatur, Abbruch nach 0,77kWh, 0,83kWh, 4,25h geladen, 87,0%, Ladeende 3,8°C, RRW 78km, Batterie 6-8°C, 6,9°C"
64,Mitsubishi,i-MiEV,i-MiEV,49,19.12.2018,47.5,6.79,Electricity,Winter tires,1,0,1,Normal,14.27,0,1,,-0.7300000000000004,174501.0,"Noch 6 Balken, 34km Reichweite, Mainova Ökostrom Novanatur, Abbruch nach 1,67kWh, 0,80kWh, 0,79kWh, 3,53kWh, 5h geladen, 97,0%, Ladeende 1,0°C, RRW 96km, Batterie 8-15°C, 11,4°C, 1x Scheibe freiheizen"
65,Mitsubishi,i-MiEV,i-MiEV,49,17.12.2018,49.9,7.93,Electricity,Winter tires,1,0,1,Normal,15.89,0,0,,0.8900000000000006,174454.0,"Noch 5 Balken, 28km Reichweite, Mainova Ökostrom Novanatur, Abbruch nach 2,96kWh, 5,5h geladen, 100%, Ladeende 3,1°C, RRW 92km, Batterie 9-16°C, 12,2°C"
66,Mitsubishi,i-MiEV,i-MiEV,49,16.12.2018,68.1,9.96,Electricity,Winter tires,1,1,1,Normal,14.63,0,0,,-0.3699999999999992,174404.0,"Noch 1 Balken, 6km Reichweite, 15,5%, Batterie 9-15°C, 12,6°C, Mainova Ökostrom Novanatur, 3h40m geladen, 98,5%, Ladeende -0,1°C, RRW 83km, Batterie 11-19°C, 14,5°C"
67,Mitsubishi,i-MiEV,i-MiEV,49,14.12.2018,55.9,8.4,Electricity,Winter tires,1,0,1,Normal,15.03,0,0,,0.029999999999999364,174336.0,"Noch 5 Balken, 26km Reichweite, Mainova Ökostrom Novanatur, 4,5h geladen, 100%, Ladeende 1,3°C, RRW 98km, Batterie 8-14°C, 10,6°C"
68,Mitsubishi,i-MiEV,i-MiEV,49,13.12.2018,47.5,6.89,Electricity,Winter tires,1,0,1,Normal,14.51,0,0,,-0.4900000000000002,174280.0,"Noch 6 Balken, 33km Reichweite, Mainova Ökostrom Novanatur, 4h geladen, 100%, Ladeende 1,7°C, RRW 91km, Batterie 7-12°C, 9,6°C"
69,Mitsubishi,i-MiEV,i-MiEV,49,12.12.2018,61.2,,Electricity,Winter tires,1,0,1,Normal,,0,0,,,174232.0,"Noch 4 Balken, 19km Reichweite, Mainova Ökostrom Novanatur, 4h geladen, 100%, Ladeende 1,7°C, RRW 89km, Batterie 10-17°C, 13,4°C"
70,Mitsubishi,i-MiEV,i-MiEV,49,06.12.2018,4.2,6.74,Electricity,Winter tires,0,0,1,Moderate,12.81,0,0,,-2.1899999999999995,174171.0,"Noch 7 Balken, 43km Reichweite, 47,5%, Batterie 18-25°C, 21,9°C, Mainova Ökostrom Novanatur, 2,75h geladen, 100%, Ladeende 11,5°C, RRW 102km, Batterie 19-27°C, 22,9°C"
71,Mitsubishi,i-MiEV,i-MiEV,49,06.12.2018,28.9,2.56,Electricity,Winter tires,1,0,1,Normal,12.81,0,0,,-2.1899999999999995,174167.0,"Noch 4 Balken, 22km Reichweite, Mainova Ökostrom Novanatur, 3,25h geladen, Abbruch bei 51,0%, Ladeende 11,3°C, RRW 46km, Batterie 20-28°C, 21,9°C, 8B,"
72,Mitsubishi,i-MiEV,i-MiEV,49,06.12.2018,44.0,2.25,Electricity,Winter tires,0,1,1,Normal,12.81,0,0,,-2.1899999999999995,174138.0,"Noch 4 Balken, 21km Reichweite, 35%, Batterie 20-28°C, 24,2°C, Ökostrom, 55,5%, Ladeende 10,1°C, RRW 40km, Batterie 20-28°C, 24,2°C, Autobahn 80km/h"
73,Mitsubishi,i-MiEV,i-MiEV,49,06.12.2018,12.5,3.82,Electricity,Winter tires,1,0,1,Normal,12.81,0,0,,-2.1899999999999995,174094.0,"Noch 8 Balken, 43km Reichweite, Mainova Ökostrom Novanatur, 1h20m geladen, 81,5%, Ladeende 11,7°C, RRW 75km, Batterie 20-28°C, 23,8°C"
74,Mitsubishi,i-MiEV,i-MiEV,49,06.12.2018,18.5,4.0,Electricity,Winter tires,1,1,1,Normal,12.81,0,0,,-2.1899999999999995,174082.0,"Noch 3 Balken, 18km Reichweite, 28%, Ökostrom, 65%, Ladeende 11,2°C, RRW 53km, 10B, Autobahn 80km/h"
75,Mitsubishi,i-MiEV,i-MiEV,49,06.12.2018,74.4,4.0,Electricity,Winter tires,1,1,1,Normal,12.81,0,0,,-2.1899999999999995,174063.0,"Noch 0 Balken, 2km Reichweite, 12%, Ökostrom, 17m57s geladen, 49%, Ladeende 9,5°C, RRW 41km, 7B, Autobahn 80km/h"
76,Mitsubishi,i-MiEV,i-MiEV,49,05.12.2018,50.9,8.18,Electricity,Winter tires,1,0,1,Normal,14.84,0,0,,-0.16000000000000014,173989.0,"Noch 5 Balken, 29km Reichweite, Mainova Ökostrom Novanatur, 5h geladen, 100%, Ladeende 5,4°C, RRW 95km, Batterie 11-16°C, 13,2°C"
77,Mitsubishi,i-MiEV,i-MiEV,49,04.12.2018,52.6,7.18,Electricity,Winter tires,1,0,1,Normal,14.84,0,0,,-0.16000000000000014,173938.0,"Noch 5 Balken, 28km Reichweite, Mainova Ökostrom Novanatur, 4,5h geladen, 92,5%, Ladeende 0,5°C, RRW 90km, Batterie 10-15°C, 12,6°C"
78,Mitsubishi,i-MiEV,i-MiEV,49,03.12.2018,51.6,6.48,Electricity,Winter tires,1,0,1,Normal,12.56,0,0,,-2.4399999999999995,173885.0,"Noch 7 Balken, 39km Reichweite, Mainova Ökostrom Novanatur, 2,5h geladen, 99,5%, Ladeende 10,4°C, RRW 99km, Batterie 15-21°C, 17,8°C, Regen"
79,Mitsubishi,i-MiEV,i-MiEV,49,02.12.2018,24.8,6.44,Electricity,Winter tires,1,1,1,Normal,13.75,0,0,,-1.25,173833.0,"Noch 7 Balken, 44km Reichweite, Mainova Ökostrom Novanatur, 3h geladen, 100%, Ladeende 11,6°C, RRW 107km, Batterie 18-25°C, 21,8°C, Regen, Autobahn 80km/h"
80,Mitsubishi,i-MiEV,i-MiEV,49,02.12.2018,39.7,2.43,Electricity,Winter tires,1,1,1,Normal,13.75,0,0,,-1.25,173809.0,"Noch 7 Balken, 32km Reichweite, 48%, Ökostrom, 14m31s geladen, 72%, Ladeende 11,4°C, RRW 51km, 11B, Autobahn 80km/h, Regen"
81,Mitsubishi,i-MiEV,i-MiEV,49,01.12.2018,31.2,5.16,Electricity,Winter tires,1,1,1,Normal,16.54,0,0,,1.5399999999999991,173769.0,"Noch 9 Balken, 45km Reichweite, Mainova Ökostrom Novanatur, 5,75h geladen, Abbruch nach 0,79kWh, 3,40kWh, beendet nach 0,97kWh bei 99,0%, Ladeende 7,9°C, RRW 82km, Batterie 12-17°C, 14,1°C"
82,Mitsubishi,i-MiEV,i-MiEV,49,30.11.2018,52.5,7.91,Electricity,Winter tires,1,0,1,Normal,15.07,0,1,,0.07000000000000027,173738.0,"Noch (5) Balken, 20km Reichweite, Mainova Ökostrom Novanatur, 4,5h geladen, Ladeende 6,4°C, RRW 97km, Batterie 12-16°C, 13,8°C, 100%, versehentlich Heizung auf Stufe 1"
83,Mitsubishi,i-MiEV,i-MiEV,49,29.11.2018,49.5,7.27,Electricity,Winter tires,1,0,1,Normal,14.69,0,0,,-0.3100000000000005,173685.0,"Noch 6 Balken, 34km Reichweite, Mainova Ökostrom Novanatur, 5h geladen, Ladeende 1,6°C, RRW 95km, Batterie 9-14°C, 11,9°C, 100%"
84,Mitsubishi,i-MiEV,i-MiEV,49,28.11.2018,51.2,7.92,Electricity,Winter tires,1,0,1,Normal,13.92,0,0,,-1.08,173636.0,"Noch 5 Balken, 33km Reichweite, Mainova Ökostrom Novanatur, 4h geladen, Ladeende 4,4°C, RRW 101km, Batterie 11-17°C, 13,2°C, 100%"
85,Mitsubishi,i-MiEV,i-MiEV,49,28.11.2018,54.1,7.4,Electricity,Winter tires,1,0,1,Normal,13.92,0,0,,-1.08,173584.0,"Noch 6 Balken, 37km Reichweite, Batterie 7-10°C, 9,0°C, 42,0%, Mainova Ökostrom Novanatur, 3,5h geladen, Ladeende 3,6°C, RRW 104km, Batterie 10-16°C, 12,4°C, 100%"
86,Mitsubishi,i-MiEV,i-MiEV,49,26.11.2018,47.5,5.95,Electricity,Winter tires,1,0,1,Normal,13.92,0,0,,-1.08,173530.0,"Noch 7 Balken, 45km Reichweite, Mainova Ökostrom Novanatur, Abbruch nach 0,79kWh, weiter 5,16kWh, 4,5h geladen, Ladeende 5,0°C, RRW 102km, Batterie 10-16°C, 12,9°C, 100%"
87,Mitsubishi,i-MiEV,i-MiEV,49,25.11.2018,31.3,9.1,Electricity,Winter tires,1,1,1,Normal,14.08,0,0,,-0.92,173483.0,"Noch 3 Balken, 14km Reichweite, Mainova Ökostrom Novanatur, 5h geladen, Ladeende 6,3°C, RRW 99km, Batterie 14-20°C, 16,6°C, 100%"
88,Mitsubishi,i-MiEV,i-MiEV,49,25.11.2018,48.2,2.09,Electricity,Winter tires,1,1,1,Normal,14.08,0,0,,-0.92,173451.0,"Noch 4 Balken, 19km Reichweite, Süwag, 1h geladen, Ladeende 8,6°C, RRW 35km, 8B, Autobahn 80km/h"
89,Mitsubishi,i-MiEV,i-MiEV,49,23.11.2018,16.3,3.56,Electricity,Winter tires,1,0,1,Normal,14.68,0,0,,-0.3200000000000003,173403.0,"Noch 12 Balken, 62km Reichweite, Mainova Ökostrom Novanatur, 3h geladen, Ladeende 3,8°C, RRW 93km, Batterie 9-14°C, 11,3°C, 100%"
90,Mitsubishi,i-MiEV,i-MiEV,49,23.11.2018,35.2,4.0,Electricity,Winter tires,1,0,1,Normal,14.68,0,0,,-0.3200000000000003,173387.0,"Noch 9 Balken, 44km Reichweite, entega Ökostrom, 1h35m geladen, Ladeende 3,6°C, RRW 76km, 15B"
91,Mitsubishi,i-MiEV,i-MiEV,49,23.11.2018,55.3,8.14,Electricity,Winter tires,1,0,1,Normal,14.72,0,1,,-0.27999999999999936,173351.0,"Noch 4 Balken, 25km Reichweite, Mainova Ökostrom Novanatur, 4,5h geladen, Ladeende -0,7°C, RRW 92km, Batterie 8-14°C, 11,1°C, 100%, kurz Scheibe freiheizen"
92,Mitsubishi,i-MiEV,i-MiEV,49,22.11.2018,9.9,5.68,Electricity,Winter tires,1,1,1,Normal,13.48,0,0,,-1.5199999999999996,173296.0,"Noch 8 Balken, 44km Reichweite, Mainova Ökostrom Novanatur, 2,5h geladen, Ladeende 4,7°C, RRW 91km, Batterie 11-18°C, 14,4°C, 99,5%"
93,Mitsubishi,i-MiEV,i-MiEV,49,21.11.2018,50.8,2.5,Electricity,Winter tires,1,1,1,Normal,13.48,0,0,,-1.5199999999999996,173286.0,"Noch 6 Balken, 34km Reichweite, 42%, Ökostrom, 18m38s geladen, 65%, Ladeende 4,2°C, RRW 59km, 10B"
94,Mitsubishi,i-MiEV,i-MiEV,49,21.11.2018,29.0,4.02,Electricity,Winter tires,1,1,1,Normal,13.86,0,0,,-1.1400000000000006,173235.0,"Noch 11 Balken, 57km Reichweite, Mainova Ökostrom Novanatur, 1,75h geladen, Ladeende 2,7°C, RRW 86km, Batterie 11-18°C, 14,3°C, 97,0%"
95,Mitsubishi,i-MiEV,i-MiEV,49,20.11.2018,25.4,6.48,Electricity,Winter tires,1,0,1,Normal,,0,0,,,173206.0,"Noch 7 Balken, 35km Reichweite, Mainova Ökostrom Novanatur, 3,5h geladen, Ladeende 4,0°C, RRW 87km"
96,Mitsubishi,i-MiEV,i-MiEV,49,19.11.2018,48.2,,Electricity,Winter tires,1,0,1,Normal,,0,0,,,173180.0,"Noch 6 Balken, 39km Reichweite, Mainova Ökostrom Novanatur, 3h geladen, Abbruch, 79,0%, Ladeende 3,6°C, RRW 78km, Batterie 8-12°C, 10,0°C, 13B"
97,Mitsubishi,i-MiEV,i-MiEV,49,19.11.2018,1.1,2.98,Electricity,Winter tires,1,0,0,Normal,13.19,0,0,,-1.8100000000000005,173132.0,"Noch 12 Balken, 61km Reichweite, Batterie 7-12°C, 9,5°C, 74,0%, Mainova Ökostrom Novanatur, 2,75h geladen, Abbruch nach 2,98kWh, Ladeende 5,0°C, RRW 83km, 16B"
