manufacturer,model,version,power(kW),fuel_date,trip_distance(km),quantity(kWh),fuel_type,tire_type,city,motor_way,country_roads,driving_style,consumption(kWh/100km),A/C,park_heating,avg_speed(km/h),ecr_deviation
Volkswagen,Golf,e-Golf,85,27.10.2018,118,0.01,Electricity,Summer tires,1,1,0,Moderate,13.6,0,1,59,-3.2
Volkswagen,Golf,e-Golf,85,27.10.2018,84,7.52,Electricity,Summer tires,1,1,0,Normal,14.5,0,1,72,-2.3
Volkswagen,Golf,e-Golf,85,26.10.2018,20,3.95,Electricity,Summer tires,1,0,0,Normal,16.5,0,1,20,-0.3
Volkswagen,Golf,e-Golf,85,26.10.2018,74,14.51,Electricity,Summer tires,0,1,0,Normal,15.2,0,1,85,-1.6
Volkswagen,Golf,e-Golf,85,26.10.2018,17,13.72,Electricity,Summer tires,0,1,0,Moderate,12.1,0,1,62,-4.7
Volkswagen,Golf,e-Golf,85,26.10.2018,82,0.33,Electricity,Summer tires,0,1,0,Moderate,12.1,0,1,64,-4.7
Volkswagen,Golf,e-Golf,85,25.10.2018,32,7.3,Electricity,Summer tires,1,1,1,Moderate,13.9,0,1,22,-2.9
Volkswagen,Golf,e-Golf,85,25.10.2018,102,9.55,Electricity,Summer tires,0,1,0,Moderate,13.8,0,1,64,-3
Volkswagen,Golf,e-Golf,85,24.10.2018,71,14.13,Electricity,Summer tires,0,1,0,Moderate,13.9,0,1,75,-2.9
Volkswagen,Golf,e-Golf,85,24.10.2018,72,9.58,Electricity,Summer tires,0,1,0,Moderate,13.8,0,1,66,-3
Volkswagen,Golf,e-Golf,85,24.10.2018,34,9.49,Electricity,Summer tires,0,1,0,Moderate,15.7,0,1,64,-1.1
Volkswagen,Golf,e-Golf,85,23.10.2018,75,3.76,Electricity,Summer tires,0,1,0,Normal,14.1,0,1,52,-2.7
Volkswagen,Golf,e-Golf,85,23.10.2018,13,4.9,Electricity,Summer tires,1,0,0,Normal,14.3,0,1,36,-2.5
Volkswagen,Golf,e-Golf,85,23.10.2018,73,10.06,Electricity,Summer tires,0,1,0,Normal,15.5,0,1,61,-1.3
Volkswagen,Golf,e-Golf,85,23.10.2018,35,5.59,Electricity,Summer tires,0,1,0,Normal,14.6,0,1,59,-2.2
Volkswagen,Golf,e-Golf,85,22.10.2018,72,11.34,Electricity,Summer tires,0,1,0,Normal,15.5,0,0,70,-1.3
Volkswagen,Golf,e-Golf,85,22.10.2018,89,8.95,Electricity,Summer tires,0,1,1,Normal,13.8,0,1,47,-3
Volkswagen,Golf,e-Golf,85,21.10.2018,32,4.38,Electricity,Summer tires,0,1,0,Normal,14.3,0,0,46,-2.5
Volkswagen,Golf,e-Golf,85,19.10.2018,72,7.48,Electricity,Summer tires,0,1,0,Normal,13,0,0,61,-3.8
Volkswagen,Golf,e-Golf,85,19.10.2018,72,8.67,Electricity,Summer tires,0,1,0,Normal,14.4,0,1,75,-2.4
Volkswagen,Golf,e-Golf,85,19.10.2018,86,10.08,Electricity,Summer tires,0,1,1,Normal,14.7,0,1,59,-2.1
Volkswagen,Golf,e-Golf,85,18.10.2018,111,13.44,Electricity,Summer tires,0,1,0,Normal,13.4,0,0,64,-3.4
Volkswagen,Golf,e-Golf,85,18.10.2018,103,14.22,Electricity,Summer tires,0,1,0,Normal,12.5,0,0,68,-4.3
Volkswagen,Golf,e-Golf,85,17.10.2018,72,14.19,Electricity,Summer tires,0,1,0,Normal,13.3,0,0,76,-3.5
Volkswagen,Golf,e-Golf,85,17.10.2018,103,9.66,Electricity,Summer tires,0,1,0,Moderate,12.5,0,1,65,-4.3
Volkswagen,Golf,e-Golf,85,16.10.2018,73,12.72,Electricity,Summer tires,0,1,0,Normal,13.6,0,0,82,-3.2
Volkswagen,Golf,e-Golf,85,16.10.2018,100,10.17,Electricity,Summer tires,0,1,0,Normal,13.9,0,1,74,-2.9
Volkswagen,Golf,e-Golf,85,15.10.2018,72,13.22,Electricity,Summer tires,0,1,0,Normal,12.9,0,0,83,-3.9
Volkswagen,Golf,e-Golf,85,15.10.2018,72,10.33,Electricity,Summer tires,0,1,0,Normal,13.5,0,1,56,-3.3
Volkswagen,Golf,e-Golf,85,15.10.2018,104,9.54,Electricity,Summer tires,0,1,0,Normal,13.4,0,1,79,-3.4
Volkswagen,Golf,e-Golf,85,14.10.2018,98,12.78,Electricity,Summer tires,0,1,0,Normal,13.4,0,0,74,-3.4
Volkswagen,Golf,e-Golf,85,13.10.2018,19,11.16,Electricity,Summer tires,0,1,0,Normal,14.2,0,0,56,-2.6
Volkswagen,Golf,e-Golf,85,12.10.2018,71,5.12,Electricity,Summer tires,0,1,0,Normal,12.7,0,0,67,-4.1
Volkswagen,Golf,e-Golf,85,12.10.2018,100,10.51,Electricity,Summer tires,0,1,0,Normal,13.1,0,1,79,-3.7
Volkswagen,Golf,e-Golf,85,11.10.2018,71,12.33,Electricity,Summer tires,0,1,0,Normal,13.1,0,0,67,-3.7
Volkswagen,Golf,e-Golf,85,11.10.2018,101,10.86,Electricity,Summer tires,0,1,0,Normal,13.8,0,1,78,-3
Volkswagen,Golf,e-Golf,85,10.10.2018,75,15.69,Electricity,Summer tires,0,1,0,Normal,14,0,0,58,-2.8
Volkswagen,Golf,e-Golf,85,10.10.2018,102,10.95,Electricity,Summer tires,0,1,0,Normal,13.6,0,0,77,-3.2
Volkswagen,Golf,e-Golf,85,09.10.2018,73,13.24,Electricity,Summer tires,0,1,0,Normal,13.9,0,0,78,-2.9
Volkswagen,Golf,e-Golf,85,09.10.2018,100,10.24,Electricity,Summer tires,0,1,0,Moderate,13.1,0,1,72,-3.7
Volkswagen,Golf,e-Golf,85,08.10.2018,71,13.67,Electricity,Summer tires,0,1,0,Normal,14.2,0,0,85,-2.6
Volkswagen,Golf,e-Golf,85,08.10.2018,71,9.66,Electricity,Summer tires,0,1,0,Moderate,14.6,0,1,62,-2.2
Volkswagen,Golf,e-Golf,85,08.10.2018,34,12.47,Electricity,Summer tires,0,1,0,Normal,15,0,1,64,-1.8
Volkswagen,Golf,e-Golf,85,07.10.2018,69,4.97,Electricity,Summer tires,0,1,0,Normal,14.8,0,1,86,-2
Volkswagen,Golf,e-Golf,85,07.10.2018,125,12.83,Electricity,Summer tires,0,0,1,Moderate,12.2,0,1,53,-4.6
Volkswagen,Golf,e-Golf,85,07.10.2018,111,11.87,Electricity,Summer tires,0,0,1,Moderate,12.2,0,0,56,-4.6
Volkswagen,Golf,e-Golf,85,07.10.2018,83,10.71,Electricity,Summer tires,0,1,0,Moderate,12.4,0,0,66,-4.4
Volkswagen,Golf,e-Golf,85,06.10.2018,85,10.37,Electricity,Summer tires,0,0,1,Moderate,13.2,0,0,53,-3.6
Volkswagen,Golf,e-Golf,85,06.10.2018,17,6.35,Electricity,Summer tires,0,1,0,Moderate,12.5,0,0,53,-4.3
Volkswagen,Golf,e-Golf,85,05.10.2018,74,6.38,Electricity,Summer tires,0,1,0,Normal,13.4,0,0,74,-3.4
Volkswagen,Golf,e-Golf,85,05.10.2018,103,11.35,Electricity,Summer tires,0,1,0,Moderate,12.4,0,0,70,-4.4
Volkswagen,Golf,e-Golf,85,04.10.2018,72,13.2,Electricity,Summer tires,0,1,0,Normal,14,0,0,76,-2.8
Volkswagen,Golf,e-Golf,85,04.10.2018,72,8.93,Electricity,Summer tires,0,1,0,Normal,14.2,0,1,77,-2.6
Volkswagen,Golf,e-Golf,85,04.10.2018,49,7.26,Electricity,Summer tires,0,1,1,Normal,13.9,0,0,68,-2.9
Volkswagen,Golf,e-Golf,85,03.10.2018,22,12.96,Electricity,Summer tires,1,0,0,Normal,12.2,0,0,32,-4.6
Volkswagen,Golf,e-Golf,85,03.10.2018,100,2.79,Electricity,Summer tires,0,1,1,Normal,14.6,0,0,53,-2.2
Volkswagen,Golf,e-Golf,85,30.09.2018,16,13.51,Electricity,Summer tires,0,1,0,Fast,17.2,0,0,71,0.4
Volkswagen,Golf,e-Golf,85,30.09.2018,111,4.8,Electricity,Summer tires,0,1,0,Normal,12.8,0,0,89,-4
Volkswagen,Golf,e-Golf,85,30.09.2018,98,13,Electricity,Summer tires,0,1,0,Normal,12.5,0,0,64,-4.3
Volkswagen,Golf,e-Golf,85,30.09.2018,29,9.39,Electricity,Summer tires,0,1,0,Normal,13.2,0,0,100,-3.6
Volkswagen,Golf,e-Golf,85,30.09.2018,107,6.24,Electricity,Summer tires,0,1,1,Normal,13,0,0,78,-3.8
Volkswagen,Golf,e-Golf,85,29.09.2018,63,13.98,Electricity,Summer tires,0,1,1,Normal,12.4,0,0,67,-4.4
Volkswagen,Golf,e-Golf,85,29.09.2018,18,2.23,Electricity,Summer tires,0,0,1,Moderate,17,0,0,48,0.2
Volkswagen,Golf,e-Golf,85,29.09.2018,71,3.75,Electricity,Summer tires,0,0,1,Moderate,12.8,0,0,75,-4
Volkswagen,Golf,e-Golf,85,28.09.2018,75,9.82,Electricity,Summer tires,0,0,1,Moderate,13.1,0,0,41,-3.7
Volkswagen,Golf,e-Golf,85,27.09.2018,32,9.78,Electricity,Summer tires,0,1,0,Moderate,11.4,0,0,65,-5.4
Volkswagen,Golf,e-Golf,85,27.09.2018,118,3.41,Electricity,Summer tires,0,1,0,Moderate,12.1,0,0,67,-4.7
Volkswagen,Golf,e-Golf,85,27.09.2018,95,13.76,Electricity,Summer tires,0,0,1,Moderate,12.2,0,0,59,-4.6
Volkswagen,Golf,e-Golf,85,27.09.2018,63,13.76,Electricity,Summer tires,0,1,0,Normal,14.5,0,0,96,-2.3
Volkswagen,Golf,e-Golf,85,27.09.2018,99,9.7,Electricity,Summer tires,0,1,0,Normal,13.1,0,0,78,-3.7
Volkswagen,Golf,e-Golf,85,27.09.2018,37,9.2,Electricity,Summer tires,0,1,0,Moderate,13.6,0,0,56,-3.2
Volkswagen,Golf,e-Golf,85,26.09.2018,71,7.62,Electricity,Summer tires,0,1,0,Moderate,11.8,0,0,77,-5
Volkswagen,Golf,e-Golf,85,26.09.2018,101,14.51,Electricity,Summer tires,0,1,0,Moderate,13,0,0,69,-3.8
Volkswagen,Golf,e-Golf,85,25.09.2018,72,13.99,Electricity,Summer tires,0,1,0,Moderate,12,0,0,69,-4.8
Volkswagen,Golf,e-Golf,85,25.09.2018,100,11.35,Electricity,Summer tires,0,1,0,Moderate,13.3,0,0,70,-3.5
Volkswagen,Golf,e-Golf,85,24.09.2018,72,9.9,Electricity,Summer tires,0,1,0,Moderate,13.1,0,0,67,-3.7
Volkswagen,Golf,e-Golf,85,24.09.2018,92,10.42,Electricity,Summer tires,0,1,0,Moderate,14,0,1,50,-2.8
Volkswagen,Golf,e-Golf,85,22.09.2018,87,10.87,Electricity,Summer tires,0,1,0,Normal,12.7,0,0,62,-4.1
Volkswagen,Golf,e-Golf,85,21.09.2018,74,12.09,Electricity,Summer tires,0,1,0,Normal,13.5,0,0,80,-3.3
Volkswagen,Golf,e-Golf,85,21.09.2018,18,12.83,Electricity,Summer tires,0,1,0,Normal,12.6,0,0,68,-4.2
Volkswagen,Golf,e-Golf,85,21.09.2018,68,0.56,Electricity,Summer tires,0,1,1,Normal,13.3,0,0,69,-3.5
Volkswagen,Golf,e-Golf,85,20.09.2018,99,8.97,Electricity,Summer tires,0,1,0,Normal,13.1,0,0,76,-3.7
Volkswagen,Golf,e-Golf,85,20.09.2018,24,6.5,Electricity,Summer tires,0,1,0,Moderate,11,0,0,32,-5.8
Volkswagen,Golf,e-Golf,85,20.09.2018,86,10.97,Electricity,Summer tires,0,1,0,Moderate,12.3,0,0,73,-4.5
Volkswagen,Golf,e-Golf,85,19.09.2018,16,1.12,Electricity,Summer tires,0,1,0,Moderate,11.9,0,0,59,-4.9
Volkswagen,Golf,e-Golf,85,19.09.2018,72,13.22,Electricity,Summer tires,0,1,0,Moderate,12.1,0,0,75,-4.7
Volkswagen,Golf,e-Golf,85,19.09.2018,101,10.97,Electricity,Summer tires,0,1,0,Moderate,12.3,0,0,57,-4.5
Volkswagen,Golf,e-Golf,85,18.09.2018,71,11.96,Electricity,Summer tires,0,1,0,Normal,12.2,0,0,80,-4.6
Volkswagen,Golf,e-Golf,85,18.09.2018,117,10.42,Electricity,Summer tires,0,1,1,Moderate,12.2,0,0,70,-4.6
Volkswagen,Golf,e-Golf,85,17.09.2018,57,13.58,Electricity,Summer tires,0,1,1,Moderate,12.3,0,0,58,-4.5
Volkswagen,Golf,e-Golf,85,17.09.2018,71,7.36,Electricity,Summer tires,0,1,0,Normal,13.1,0,0,80,-3.7
Volkswagen,Golf,e-Golf,85,17.09.2018,73,10.42,Electricity,Summer tires,0,1,0,Moderate,13.2,0,1,63,-3.6
Volkswagen,Golf,e-Golf,85,17.09.2018,87,6.31,Electricity,Summer tires,0,1,1,Moderate,13.1,0,1,58,-3.7
Volkswagen,Golf,e-Golf,85,16.09.2018,72,10.01,Electricity,Summer tires,0,0,1,Moderate,13.9,0,0,55,-2.9
Volkswagen,Golf,e-Golf,85,15.09.2018,3,0.37,Electricity,Summer tires,1,0,0,Moderate,12.5,0,1,15,-4.3
Volkswagen,Golf,e-Golf,85,15.09.2018,17,7.1,Electricity,Summer tires,0,1,0,Fast,18.1,0,1,61,1.3
Volkswagen,Golf,e-Golf,85,14.09.2018,108,3.82,Electricity,Summer tires,0,1,0,Moderate,11.8,0,0,61,-5
Volkswagen,Golf,e-Golf,85,14.09.2018,103,14.9,Electricity,Summer tires,0,1,0,Moderate,12.8,0,1,69,-4
Volkswagen,Golf,e-Golf,85,13.09.2018,71,10.8,Electricity,Summer tires,0,1,0,Normal,13.9,0,1,79,-2.9
Volkswagen,Golf,e-Golf,85,13.09.2018,71,10.6,Electricity,Summer tires,0,1,0,Normal,14.6,0,1,69,-2.2
Volkswagen,Golf,e-Golf,85,13.09.2018,18,13.28,Electricity,Summer tires,0,1,0,Moderate,12.9,0,1,56,-3.9
Volkswagen,Golf,e-Golf,85,13.09.2018,97,2.23,Electricity,Summer tires,0,0,1,Moderate,13.3,0,0,53,-3.5
Volkswagen,Golf,e-Golf,85,11.09.2018,72,14.71,Electricity,Summer tires,0,1,0,Moderate,13,0,0,77,-3.8
Volkswagen,Golf,e-Golf,85,11.09.2018,100,10.79,Electricity,Summer tires,0,1,0,Moderate,12.5,0,1,67,-4.3
Volkswagen,Golf,e-Golf,85,10.09.2018,71,10.51,Electricity,Summer tires,0,1,0,Moderate,11.2,0,0,75,-5.6
Volkswagen,Golf,e-Golf,85,10.09.2018,72,9.86,Electricity,Summer tires,0,1,0,Normal,13.2,0,0,57,-3.6
Volkswagen,Golf,e-Golf,85,10.09.2018,84,6.18,Electricity,Summer tires,1,1,1,Normal,13.1,0,0,54,-3.7
Volkswagen,Golf,e-Golf,85,09.09.2018,89,14.02,Electricity,Summer tires,1,1,0,Normal,13.6,0,0,57,-3.2
Volkswagen,Golf,e-Golf,85,09.09.2018,81,9.67,Electricity,Summer tires,0,1,1,Fast,14.3,0,0,48,-2.5
Volkswagen,Golf,e-Golf,85,08.09.2018,20,7.63,Electricity,Summer tires,0,1,0,Normal,15.9,0,0,52,-0.9
Volkswagen,Golf,e-Golf,85,07.09.2018,74,12.55,Electricity,Summer tires,0,1,0,Moderate,14.4,0,0,57,-2.4
Volkswagen,Golf,e-Golf,85,07.09.2018,19,5.39,Electricity,Summer tires,1,1,0,Moderate,11,0,0,46,-5.8
Volkswagen,Golf,e-Golf,85,07.09.2018,104,8.1,Electricity,Summer tires,0,1,0,Moderate,11.8,0,0,61,-5
Volkswagen,Golf,e-Golf,85,06.09.2018,72,13.11,Electricity,Summer tires,0,1,0,Normal,13.7,0,0,82,-3.1
Volkswagen,Golf,e-Golf,85,06.09.2018,105,10.97,Electricity,Summer tires,0,1,0,Moderate,11.8,0,0,68,-5
Volkswagen,Golf,e-Golf,85,05.09.2018,71,11.39,Electricity,Summer tires,0,1,0,Moderate,13.5,0,0,82,-3.3
Volkswagen,Golf,e-Golf,85,05.09.2018,101,11.35,Electricity,Summer tires,0,1,0,Moderate,11.7,0,0,74,-5.1
Volkswagen,Golf,e-Golf,85,04.09.2018,71,12.98,Electricity,Summer tires,0,1,0,Normal,14.4,0,0,80,-2.4
Volkswagen,Golf,e-Golf,85,04.09.2018,72,10.04,Electricity,Summer tires,0,1,0,Normal,12.6,0,0,71,-4.2
Volkswagen,Golf,e-Golf,85,04.09.2018,38,8.7,Electricity,Summer tires,0,1,0,Normal,12.9,0,0,52,-3.9
Volkswagen,Golf,e-Golf,85,03.09.2018,76,6.7,Electricity,Summer tires,0,1,0,Normal,11.6,0,0,66,-5.2
Volkswagen,Golf,e-Golf,85,03.09.2018,71,8,Electricity,Summer tires,0,1,0,Normal,12,0,0,70,-4.8
Volkswagen,Golf,e-Golf,85,03.09.2018,92,7.45,Electricity,Summer tires,0,1,0,Fast,13.5,0,0,56,-3.3
Volkswagen,Golf,e-Golf,85,02.09.2018,17,15.03,Electricity,Summer tires,0,1,0,Fast,18.1,0,0,67,1.3
Volkswagen,Golf,e-Golf,85,02.09.2018,68,2.22,Electricity,Summer tires,1,1,0,Normal,16,0,0,94,-0.8
Volkswagen,Golf,e-Golf,85,01.09.2018,112,10.6,Electricity,Summer tires,1,1,0,Normal,12.4,0,0,60,-4.4
Volkswagen,Golf,e-Golf,85,01.09.2018,78,13.73,Electricity,Summer tires,1,1,0,Fast,17.6,0,0,76,0.8
Volkswagen,Golf,e-Golf,85,31.08.2018,18,10.18,Electricity,Summer tires,1,0,0,Moderate,12.5,0,0,35,-4.3
